,nb_code,area,population,lat,lon
436,10523,"Elmsford, New York",7489,41.061817,-73.819281
437,10595,"Valhalla, New York",7482,41.087709000000004,-73.78577800000001
438,10533,"Irvington, New York",7464,41.039478,-73.850709
439,10930,"Highland Mills, New York",7400,41.361676,-74.113297
440,10589,"Somers, New York",7363,41.32863,-73.697168
441,10590,"South Salem, New York",7212,41.255441,-73.539322
442,10504,"Armonk, New York",7185,41.134968,-73.698635
443,11792,"Wading River, New York",7156,40.946438,-72.83550699999999
444,11709,"Bayville, New York",7135,40.908648,-73.560926
445,10996,"West Point, New York",7126,41.3937,-73.972175
446,11516,"Cedarhurst, New York",7068,40.627479,-73.727879
447,11363,"Little Neck, New York",6917,40.772591,-73.746472
448,11560,"Locust Valley, New York",6815,40.880757,-73.588724
449,11963,"Sag Harbor, New York",6664,40.98976,-72.315663
450,10280,"New York, New York",6614,40.708501,-74.016828
451,11934,"Center Moriches, New York",6539,40.798359000000005,-72.794297
452,10994,"West Nyack, New York",6493,41.098071999999995,-73.972649
453,11721,"Centerport, New York",6218,40.892021,-73.37080999999999
454,M3K,"CFB Toronto, Downsview East",5997,43.7374732,-79.46476329999999
455,11786,"Shoreham, New York",5883,40.944455,-72.886049
456,11933,"Calverton, New York",5857,40.917015,-72.754074
457,10983,"Tappan, New York",5756,41.031088000000004,-73.947703
458,10532,"Hawthorne, New York",5582,41.100192,-73.798695
459,10962,"Orangeburg, New York",5580,41.050504,-73.960154
460,11971,"Southold, New York",5575,41.059912,-72.42728199999999
461,10506,"Bedford, New York",5537,41.190889,-73.638479
462,10594,"Thornwood, New York",5460,41.110366,-73.767887
463,10928,"Highland Falls, New York",5358,41.34897,-73.99849499999999
464,11514,"Carle Place, New York",5214,40.74992,-73.614017
465,10516,"Cold Spring, New York",5190,41.4621,-73.875003
466,11579,"Sea Cliff, New York",5141,40.844004,-73.644012
467,10913,"Blauvelt, New York",5076,41.068258,-73.954975
468,11804,"Old Bethpage, New York",5014,40.766708,-73.451812
469,10925,"Greenwood Lake, New York",4986,41.222743,-74.292681
470,10560,"North Salem, New York",4941,41.340527,-73.59760899999999
471,10502,"Ardsley, New York",4935,41.014059,-73.839744
472,11952,"Mattituck, New York",4680,41.001012,-72.543737
473,10963,"Otisville, New York",4660,41.472208,-74.54299
474,10464,"Bronx, New York",4634,40.867098999999996,-73.797609
475,10576,"Pound Ridge, New York",4530,41.221577,-73.57233199999999
476,11715,"Blue Point, New York",4407,40.749738,-73.034888
477,11940,"East Moriches, New York",4347,40.809637,-72.75974000000001
478,10993,"West Haverstraw, New York",4263,41.209896,-73.973842
479,10018,"New York, New York",4255,40.754969,-73.992126
480,10524,"Garrison, New York",4232,41.375242,-73.92612199999999
481,11697,"Breezy Point, New York",4226,40.555681,-73.920688
482,11980,"Yaphank, New York",4221,40.831652000000005,-72.92376
483,10548,"Montrose, New York",4076,41.247875,-73.941802
484,10916,"Campbell Hall, New York",4070,41.442343,-74.250577
485,11020,"Great Neck, New York",4043,40.770007,-73.712974
486,11568,"Old Westbury, New York",3992,40.786513,-73.598478
487,11942,"East Quogue, New York",3981,40.850055,-72.587962
488,10921,"Florida, New York",3879,41.328266,-74.37226899999999
489,11954,"Montauk, New York",3851,41.047283,-71.949541
490,11796,"West Sayville, New York",3835,40.729245,-73.099841
491,11732,"East Norwich, New York",3804,40.852903999999995,-73.537599
492,11978,"Westhampton Beach, New York",3800,40.829341,-72.629768
493,11944,"Greenport, New York",3705,41.106515,-72.369487
494,10998,"Westtown, New York",3648,41.324048,-74.54119200000001
495,10007,"New York, New York",3522,40.713972999999996,-74.008336
496,10577,"Purchase, New York",3454,41.041731,-73.709727
497,11935,"Cutchogue, New York",3444,41.021223,-72.486958
498,10926,"Harriman, New York",3275,41.27644,-74.116509
499,10974,"Sloatsburg, New York",3183,41.154309999999995,-74.20046500000001
500,10987,"Tuxedo Park, New York",3148,41.199212,-74.22454499999999
501,11718,"Brightwaters, New York",3061,40.723177,-73.268488
502,11724,"Cold Spring Harbor, New York",3040,40.8565,-73.452894
503,10958,"New Hampton, New York",2967,41.379281,-74.423711
504,11719,"Brookhaven, New York",2965,40.780747999999996,-72.909617
505,M5C,St. James Town,2951,43.6514939,-79.3754179
506,11509,"Atlantic Beach, New York",2861,40.587962,-73.72971
507,11955,"Moriches, New York",2652,40.809125,-72.816096
508,11548,"Greenvale, New York",2514,40.814616,-73.622003
509,10968,"Piermont, New York",2424,41.036334000000004,-73.921633
510,10984,"Thiells, New York",2298,41.202903000000006,-74.022265
511,11941,"Eastport, New York",2275,40.828756,-72.718536
512,11005,"Floral Park, New York",2195,40.756578000000005,-73.714178
513,10511,"Buchanan, New York",2189,41.261063,-73.948349
514,11977,"Westhampton, New York",2143,40.844797,-72.69499300000001
515,10537,"Lake Peekskill, New York",2032,41.355369,-73.879979
516,10588,"Shrub Oak, New York",2006,41.316837,-73.829264
517,M5H,"Adelaide, King, Richmond",2005,43.65057120000001,-79.3845675
518,10973,"Slate Hill, New York",1887,41.380516,-74.480462
519,11976,"Water Mill, New York",1822,40.929237,-72.34741
520,10976,"Sparkill, New York",1795,41.021423,-73.922172
521,10986,"Tomkins Cove, New York",1739,41.272382,-73.985586
522,10162,"New York, New York",1726,40.769298,-73.94994200000001
523,10526,"Goldens Bridge, New York",1652,41.294835,-73.662114
524,10917,"Central Valley, New York",1650,41.322562,-74.120871
525,10282,"New York, New York",1574,40.717017,-74.015566
526,11569,"Point Lookout, New York",1559,40.608435,-73.590373
527,10518,"Cross River, New York",1552,41.277015999999996,-73.602519
528,10006,"New York, New York",1447,40.70797,-74.01361
529,11932,"Bridgehampton, New York",1429,40.939791,-72.308369
530,10069,"New York, New York",1403,40.775551,-73.989689
531,10964,"Palisades, New York",1282,41.017210999999996,-73.91386999999999
532,10004,"New York, New York",1225,40.69187,-74.01410899999999
533,10546,"Millwood, New York",1224,41.203621000000005,-73.796171
534,11930,"Amagansett, New York",1167,40.988145,-72.10467299999999
535,11964,"Shelter Island, New York",1148,41.055701,-72.316976
536,10527,"Granite Springs, New York",1097,41.321183000000005,-73.769878
537,10969,"Pine Island, New York",1084,41.294796000000005,-74.487978
538,11965,"Shelter Island Heights, New York",1080,41.076855,-72.34189599999999
539,11959,"Quogue, New York",1015,40.827003000000005,-72.602522
540,11948,"Laurel, New York",903,40.963769,-72.553554
541,10005,"New York, New York",884,40.70539,-74.008988
542,10931,"Hillburn, New York",881,41.127584000000006,-74.170333
543,10501,"Amawalk, New York",843,41.288104,-73.759211
544,11960,"Remsenburg, New York",822,40.806461999999996,-72.70246
545,11939,"East Marion, New York",777,41.135116,-72.339675
546,11765,"Mill Neck, New York",732,40.881909,-73.553311
547,11972,"Speonk, New York",692,40.818205,-72.701844
548,11547,"Glenwood Landing, New York",666,40.830929,-73.643958
549,11957,"Orient, New York",662,41.153376,-72.263818
550,10578,"Purdys, New York",661,41.320276,-73.678991
551,10919,"Circleville, New York",562,41.526746,-74.378036
552,11042,"New Hyde Park, New York",513,40.758295000000004,-73.697102
553,10597,"Waccabuc, New York",445,41.292024,-73.606222
554,11958,"Peconic, New York",445,41.039066999999996,-72.46441899999999
555,10535,"Jefferson Valley, New York",416,41.335169,-73.79391899999999
556,11962,"Sagaponack, New York",405,40.938156,-72.26965
557,11975,"Wainscott, New York",398,40.941107,-72.244466
558,11970,"South Jamesport, New York",319,40.94066,-72.57310799999999
559,11956,"New Suffolk, New York",316,40.976187,-72.466401
560,10975,"Southfields, New York",307,41.267078999999995,-74.172263
561,6390,"Fishers Island, New York",289,41.277367,-71.95269300000001
562,11430,"Jamaica, New York",229,40.650915999999995,-73.788526
563,11947,"Jamesport, New York",218,40.947855,-72.575934
564,11770,"Ocean Beach, New York",190,40.644757,-73.160803
565,10519,"Croton Falls, New York",156,41.342055,-73.66109499999999
566,10503,"Ardsley On Hudson, New York",115,41.02556,-73.874987
