,nb_code,area,population,lat,lon
426,11705,"Bayport, New York",8007,40.743277,-73.055841
427,11096,"Inwood, New York",7975,40.621346,-73.75699
428,11557,"Hewlett, New York",7966,40.635065000000004,-73.691343
429,10579,"Putnam Valley, New York",7945,41.397661,-73.83913000000001
430,M2P,York Mills West,7843,43.7527583,-79.4000493
431,11507,"Albertson, New York",7755,40.770879,-73.652364
432,11789,"Sound Beach, New York",7660,40.957122999999996,-72.97126999999999
433,10507,"Bedford Hills, New York",7646,41.23259,-73.69264100000001
434,11024,"Great Neck, New York",7564,40.816373,-73.743736
435,10607,"White Plains, New York",7493,41.039089000000004,-73.811368
